SITE_CODE,SITE_NAME,HABITAT_CODE,HABITAT_PRIORITY,HABITAT_DESCRIPTION,HABITAT_COVER_HA,HABITAT_REPRESENTATIVITY,HABITAT_RELATIVE_SURFACE,HABITAT_CONSERVATION,HABITAT_GLOBAL
IT5140003,Conca di Firenzuola,6210,,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),110.47,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5140003,Conca di Firenzuola,9260,,Boschi di Castanea sativa,1.84,D - non significant,,,
IT5140003,Conca di Firenzuola,92A0,,Foreste a galleria di Salix alba e Populus alba,15.27,D - non significant,,,
IT5140003,Conca di Firenzuola,3270,,Fiumi con argini melmosi con vegetazione del Chenopodion rubri p.p e Bidention p.p.,1.95,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5140003,Conca di Firenzuola,5130,,Formazioni a Juniperus communis su lande o prati calcicoli,223.27,B - good,C (2% >= p > 0%),A - Excellent,A - Excellent
IT5140004,Giogo - Colla di Casaglia,8220,,Pareti rocciose silicee con vegetazione casmofitica,6.37,D - non significant,,,
IT5140004,Giogo - Colla di Casaglia,8310,,Grotte non ancora sfruttate a livello turistico,,A - excellent,C (2% >= p > 0%),B - Good,A - Excellent
IT5140004,Giogo - Colla di Casaglia,3270,,Fiumi con argini melmosi con vegetazione del Chenopodion rubri p.p e Bidention p.p.,0.67,D - non significant,,,
IT5140004,Giogo - Colla di Casaglia,6510,,"Praterie magre da fieno a bassa altitudine (Alopecurus pratensis, Sanguisorba officinalis)",112.61,C - significant,C (2% >= p > 0%),B - Good,B - Good
IT5140004,Giogo - Colla di Casaglia,6210,1.0,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),57.64,C - significant,C (2% >= p > 0%),B - Good,B - Good
IT5140004,Giogo - Colla di Casaglia,9260,,Boschi di Castanea sativa,358.49,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5140004,Giogo - Colla di Casaglia,5130,,Formazioni a Juniperus communis su lande o prati calcicoli,256.58,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT5140004,Giogo - Colla di Casaglia,9130,,Faggeti dell’Asperulo-Fagetum,2316.66,B - good,B (15% >= p > 2%),B - Good,B - Good
IT5140004,Giogo - Colla di Casaglia,91E0,,,20.69,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5140005,Muraglione - Acqua Cheta,92A0,,Foreste a galleria di Salix alba e Populus alba,0.84,D - non significant,,,
IT5140005,Muraglione - Acqua Cheta,5130,,Formazioni a Juniperus communis su lande o prati calcicoli,140.76,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT5140005,Muraglione - Acqua Cheta,4030,,Lande secche europee,9.33,D - non significant,,,
IT5140005,Muraglione - Acqua Cheta,6210,1.0,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),201.86,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT5140005,Muraglione - Acqua Cheta,6510,,"Praterie magre da fieno a bassa altitudine (Alopecurus pratensis, Sanguisorba officinalis)",39.05,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5140005,Muraglione - Acqua Cheta,9110,,Faggeti del Luzulo-Fagetum,19.24,D - non significant,,,
IT5140005,Muraglione - Acqua Cheta,9130,,Faggeti dell’Asperulo-Fagetum,3266.67,B - good,B (15% >= p > 2%),B - Good,B - Good
IT5140006,Bosco ai Frati,92A0,,Foreste a galleria di Salix alba e Populus alba,2.88,D - non significant,,,
IT5140006,Bosco ai Frati,3140,,Acque oligomesotrofe calcaree con vegetazione bentica di Chara spp.,0.04,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5140006,Bosco ai Frati,3130,,"Acque stagnanti, da oligotrofe a mesotrofe, con vegetazione dei Littorelletea uniflorae e/o degli Isoëto-Nanojuncetea",0.07,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5140006,Bosco ai Frati,91M0,,Foreste Pannonico-Balcaniche di cerro e rovere,124.33,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT5140006,Bosco ai Frati,3270,,Fiumi con argini melmosi con vegetazione del Chenopodion rubri p.p e Bidention p.p.,0.02,D - non significant,,,
IT5140006,Bosco ai Frati,6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",0.02,D - non significant,,,
IT5140006,Bosco ai Frati,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,0.22,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5140008,Monte Morello,91E0,,,32.1,D - non significant,,,
IT5140008,Monte Morello,7220,,Sorgenti pietrificanti con formazione di tufi (Cratoneurion),0.004,D - non significant,,,
IT5140008,Monte Morello,8310,,Grotte non ancora sfruttate a livello turistico,,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT5140008,Monte Morello,91M0,,Foreste Pannonico-Balcaniche di cerro e rovere,14.07,D - non significant,,,
IT5140008,Monte Morello,9340,,Foreste di Quercus ilex e Quercus rotundifolia,46.46,D - non significant,,,
IT5140008,Monte Morello,5130,,Formazioni a Juniperus communis su lande o prati calcicoli,4.99,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5140008,Monte Morello,6210,1.0,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),90.98,C - significant,C (2% >= p > 0%),B - Good,B - Good
IT5140008,Monte Morello,6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",0.1,D - non significant,,,
IT5140008,Monte Morello,91AA,,Boschi orientali di quercia bianca,997.79,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5140009,Poggio Ripaghera - Santa Brigida,4030,,Lande secche europee,8.41,D - non significant,,,
IT5140009,Poggio Ripaghera - Santa Brigida,9260,,Boschi di Castanea sativa,141.74,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5140009,Poggio Ripaghera - Santa Brigida,91L0,,Querceti di rovere illirici (Erythronio-Carpinion),29.2,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5140009,Poggio Ripaghera - Santa Brigida,9210,,Faggeti degli Appennini con Taxus e Ilex,13.67,D - non significant,,,
IT5140010,Bosco di Chiusi e Paduletta di Ramone,91E0,,,0.17,D - non significant,,,
IT5140010,Bosco di Chiusi e Paduletta di Ramone,4030,,Lande secche europee,0.04,D - non significant,,,
IT5140010,Bosco di Chiusi e Paduletta di Ramone,6420,,Praterie umide mediterranee con piante erbacee alte del Molinio-Holoschoenion,0.04,D - non significant,,,
IT5140010,Bosco di Chiusi e Paduletta di Ramone,91M0,,Foreste Pannonico-Balcaniche di cerro e rovere,243.7,A - excellent,C (2% >= p > 0%),B - Good,B - Good
IT5140010,Bosco di Chiusi e Paduletta di Ramone,9160,,Querceti di farnia o rovere subatlantici e dell’Europa centrale del Carpinion betuli,14.67,B - good,C (2% >= p > 0%),B - Good,A - Excellent
IT5140010,Bosco di Chiusi e Paduletta di Ramone,3130,,"Acque stagnanti, da oligotrofe a mesotrofe, con vegetazione dei Littorelletea uniflorae e/o degli Isoëto-Nanojuncetea",0.01,D - non significant,,,
IT5140010,Bosco di Chiusi e Paduletta di Ramone,7150,,Depressioni su substrati torbosi del Rhynchosporion,0.01,D - non significant,,,
IT5140010,Bosco di Chiusi e Paduletta di Ramone,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,1.65,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5140011,Stagni della Piana Fiorentina e Pratese,3290,,Fiumi mediterranei a flusso intermittente con il Paspalo-Agrostidion,9.86,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT5140011,Stagni della Piana Fiorentina e Pratese,6420,,Praterie umide mediterranee con piante erbacee alte del Molinio-Holoschoenion,2.41,D - non significant,,,
IT5140011,Stagni della Piana Fiorentina e Pratese,6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",0.33,D - non significant,,,
IT5140011,Stagni della Piana Fiorentina e Pratese,92A0,,Foreste a galleria di Salix alba e Populus alba,25.69,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5140011,Stagni della Piana Fiorentina e Pratese,9340,,Foreste di Quercus ilex e Quercus rotundifolia,1.51,D - non significant,,,
IT5140011,Stagni della Piana Fiorentina e Pratese,91F0,,"Foreste miste riparie di grandi fiumi a Quercus robur, Ulmus laevis e Ulmus minor, Fraxinus excelsior o Fraxinus angustifolia (Ulmenion minoris)",0.13,D - non significant,,,
IT5140011,Stagni della Piana Fiorentina e Pratese,9160,,Querceti di farnia o rovere subatlantici e dell’Europa centrale del Carpinion betuli,12.47,D - non significant,,,
IT5140011,Stagni della Piana Fiorentina e Pratese,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,16.21,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5140011,Stagni della Piana Fiorentina e Pratese,3270,,Fiumi con argini melmosi con vegetazione del Chenopodion rubri p.p e Bidention p.p.,1.82,D - non significant,,,
IT5140011,Stagni della Piana Fiorentina e Pratese,3130,,"Acque stagnanti, da oligotrofe a mesotrofe, con vegetazione dei Littorelletea uniflorae e/o degli Isoëto-Nanojuncetea",40.54,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT5140012,Vallombrosa e Bosco di S. Antonio,8220,,Pareti rocciose silicee con vegetazione casmofitica,34.88,D - non significant,,,
IT5140012,Vallombrosa e Bosco di S. Antonio,9220,,Faggeti degli Appennini con Abies alba e faggete con Abies nebrodensis,355.15,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT5140012,Vallombrosa e Bosco di S. Antonio,8230,,Rocce silicee con vegetazione pioniera del Sedo-Scleranthion o del Sedo albi-Veronicion dillenii,11.41,D - non significant,,,
IT5140012,Vallombrosa e Bosco di S. Antonio,6230,,"Formazioni erbose a Nardus, ricche di specie, su substrato siliceo delle zone montane (e delle zone submontane dell'Europa continentale)",17.43,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5140012,Vallombrosa e Bosco di S. Antonio,5130,,Formazioni a Juniperus communis su lande o prati calcicoli,2.55,D - non significant,,,
IT5140012,Vallombrosa e Bosco di S. Antonio,9260,,Boschi di Castanea sativa,107.32,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5140012,Vallombrosa e Bosco di S. Antonio,9130,,Faggeti dell’Asperulo-Fagetum,281.86,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5140012,Vallombrosa e Bosco di S. Antonio,6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",1.47,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5140012,Vallombrosa e Bosco di S. Antonio,91M0,,Foreste Pannonico-Balcaniche di cerro e rovere,122.31,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5140012,Vallombrosa e Bosco di S. Antonio,8310,,Grotte non ancora sfruttate a livello turistico,,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT5140012,Vallombrosa e Bosco di S. Antonio,4030,,Lande secche europee,53.75,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5140012,Vallombrosa e Bosco di S. Antonio,9110,,Faggeti del Luzulo-Fagetum,601.68,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5150001,La Calvana,5130,,Formazioni a Juniperus communis su lande o prati calcicoli,44.39,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT5150001,La Calvana,9260,,Boschi di Castanea sativa,1.68,D - non significant,,,
IT5150001,La Calvana,7220,,Sorgenti pietrificanti con formazione di tufi (Cratoneurion),0.05,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5150001,La Calvana,6210,1.0,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),324.1,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT5150001,La Calvana,91E0,,,3.26,D - non significant,,,
IT5150001,La Calvana,8310,,Grotte non ancora sfruttate a livello turistico,,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT5150001,La Calvana,91L0,,Querceti di rovere illirici (Erythronio-Carpinion),20.1,B - good,C (2% >= p > 0%),A - Excellent,A - Excellent
IT5150001,La Calvana,91AA,,Boschi orientali di quercia bianca,1391.79,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5150001,La Calvana,3140,,Acque oligomesotrofe calcaree con vegetazione bentica di Chara spp.,0.01,D - non significant,,,
IT5150001,La Calvana,6110,,Formazioni erbose rupicole calcicole o basofile dell'Alysso-Sedion albi,12.27,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5150002,Monte Ferrato e Monte Iavello,91E0,,,5.23,D - non significant,,,
IT5150002,Monte Ferrato e Monte Iavello,6420,,Praterie umide mediterranee con piante erbacee alte del Molinio-Holoschoenion,0.12,D - non significant,,,
IT5150002,Monte Ferrato e Monte Iavello,9340,,Foreste di Quercus ilex e Quercus rotundifolia,3.88,D - non significant,,,
IT5150002,Monte Ferrato e Monte Iavello,6210,,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),1.1,D - non significant,,,
IT5150002,Monte Ferrato e Monte Iavello,8230,,Rocce silicee con vegetazione pioniera del Sedo-Scleranthion o del Sedo albi-Veronicion dillenii,0.89,B - good,C (2% >= p > 0%),A - Excellent,C - Significant
IT5150002,Monte Ferrato e Monte Iavello,9540,,Pinete mediterranee di pini mesogeni endemici,158.05,B - good,B (15% >= p > 2%),B - Good,B - Good
IT5150002,Monte Ferrato e Monte Iavello,9210,,Faggeti degli Appennini con Taxus e Ilex,35.81,D - non significant,,,
IT5150002,Monte Ferrato e Monte Iavello,5210,,Matorral arborescenti di Juniperus spp.,2.61,D - non significant,,,
IT5150002,Monte Ferrato e Monte Iavello,6110,,Formazioni erbose rupicole calcicole o basofile dell'Alysso-Sedion albi,6.1,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5150002,Monte Ferrato e Monte Iavello,9260,,Boschi di Castanea sativa,259.87,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5150002,Monte Ferrato e Monte Iavello,6130,,Formazioni erbose calaminari dei Violetalia calaminariae,39.37,A - excellent,B (15% >= p > 2%),A - Excellent,B - Good
IT5150002,Monte Ferrato e Monte Iavello,4030,,Lande secche europee,31.48,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT5150002,Monte Ferrato e Monte Iavello,91M0,,Foreste Pannonico-Balcaniche di cerro e rovere,46.14,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5150003,Appennino pratese,9180,,"Foreste di versanti, ghiaioni e valloni del Tilio-Acerion",6.06,D - non significant,,,
IT5150003,Appennino pratese,4030,,Lande secche europee,8.36,D - non significant,,,
IT5150003,Appennino pratese,9260,,Boschi di Castanea sativa,1128.53,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5150003,Appennino pratese,3270,,Fiumi con argini melmosi con vegetazione del Chenopodion rubri p.p e Bidention p.p.,0.38,D - non significant,,,
IT5150003,Appennino pratese,6110,,Formazioni erbose rupicole calcicole o basofile dell'Alysso-Sedion albi,0.34,D - non significant,,,
IT5150003,Appennino pratese,9210,,Faggeti degli Appennini con Taxus e Ilex,15.7,D - non significant,,,
IT5150003,Appennino pratese,92A0,,Foreste a galleria di Salix alba e Populus alba,1.54,D - non significant,,,
IT5150003,Appennino pratese,5130,,Formazioni a Juniperus communis su lande o prati calcicoli,1.65,D - non significant,,,
IT5150003,Appennino pratese,3240,,Fiumi alpini con vegetazione riparia legnosa a Salix eleagnos,0.07,D - non significant,,,
IT5150003,Appennino pratese,91E0,,,21.86,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5150003,Appennino pratese,6210,,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),3.24,D - non significant,,,
IT5150003,Appennino pratese,6510,,"Praterie magre da fieno a bassa altitudine (Alopecurus pratensis, Sanguisorba officinalis)",2.77,D - non significant,,,
IT5150003,Appennino pratese,9110,,Faggeti del Luzulo-Fagetum,1671.58,B - good,B (15% >= p > 2%),B - Good,B - Good
IT5160001,Padule di Suese e Biscottino,6420,,Praterie umide mediterranee con piante erbacee alte del Molinio-Holoschoenion,6.31,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5160001,Padule di Suese e Biscottino,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,1.98,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5160002,Isola di Gorgona - area terrestre e marina,5210,,Matorral arborescenti di Juniperus spp.,0.31,D - non significant,,,
IT5160002,Isola di Gorgona - area terrestre e marina,5320,,Formazioni basse di euforbie vicino alle scogliere,9.62,B - good,C (2% >= p > 0%),B - Good,A - Excellent
IT5160002,Isola di Gorgona - area terrestre e marina,1110,,Banchi di sabbia a debole copertura permanente di acqua marina,400.09,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT5160002,Isola di Gorgona - area terrestre e marina,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,0.36,D - non significant,,,
IT5160002,Isola di Gorgona - area terrestre e marina,3170,,Stagni temporanei mediterranei,0.15,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5160002,Isola di Gorgona - area terrestre e marina,9540,,Pinete mediterranee di pini mesogeni endemici,48.41,D - non significant,,,
IT5160002,Isola di Gorgona - area terrestre e marina,9340,,Foreste di Quercus ilex e Quercus rotundifolia,14.98,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5160002,Isola di Gorgona - area terrestre e marina,8330,,Grotte marine sommerse o semisommerse,0.15,C - significant,C (2% >= p > 0%),A - Excellent,B - Good
IT5160002,Isola di Gorgona - area terrestre e marina,8220,,Pareti rocciose silicee con vegetazione casmofitica,0.15,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5160002,Isola di Gorgona - area terrestre e marina,1310,,Vegetazione annua pioniera a Salicornia e altre specie delle zone fangose e sabbiose,0.3,B - good,C (2% >= p > 0%),A - Excellent,C - Significant
